地标经度,地标纬度,对应的LR的半径,LRBG,SLG
118.790224,32.052624,1.13,2.2389,0.849
118.654358,31.94577,4.71,1.2974,16.2852
118.789925,32.040989,1.88,1.3534,1.088
118.763064,32.10800241,2.18,1.3697,5.3657
118.7654763,32.1045734,3.01,2.6807,4.9816
118.7185729,31.98901176,8.06,15.3065,8.7023
118.797123,31.99355,8.06,16.2937,5.5053
118.61393,31.88426,8.17,3.1863,23.4888
118.805112,32.013134,1.92,1.5154,3.6232
118.786347,32.058571,1.93,3.0485,1.2117
118.8897748,32.05266896,2.55,4.6227,2.7802
118.8055837,32.00994909,1.93,1.211,3.9447
118.984085,32.12274,6.05,3.5856,9.5144
118.6885053,32.10746348,4.87,1.9917,10.0509
118.753269,32.091553,2.12,1.1571,4.1805
118.719605,32.150834,8.34,1.1632,10.9973
118.859055,31.775797,8.26,1.704,27.9617
118.571612,32.121906,8.05,8.6574,21.3543
118.7656953,32.26962994,3.96,3.7548,21.4215
118.814977,32.120347,4.8,1.3639,6.5753
118.818567,32.082522,1.94,0.6396,2.7766
118.739896,31.957577,4.36,3.2362,10.3985
118.8747724,31.78237525,8.23,3.2516,27.7157
118.797622,31.998544,1.94,1.6757,5.0056
118.8668,32.0424,3.32,2.2574,4.8128
118.8174399,32.05074004,1.29,0.7301,0.4974
118.702534,32.155009,2.78,0.6088,12.2783
118.847481,31.83444718,8.23,5.6268,21.9863
118.702149,32.142201,8.49,2.6254,11.2911
118.776024,32.019839,5.87,0.7999,3.5789
118.800257,31.9546,14.13,8.7664,9.4035
118.8757569,32.01923402,4.28,3.8082,6.405
118.74473,32.089554,1.86,0.1831,4.5223
118.754159,32.085719,1.88,1.2808,3.64
118.736634,32.075919,2.05,1.5205,4.3061
118.815562,32.114229,4.77,1.9301,5.9608
118.74585,32.23365,3.96,0.4984,18.0356
118.855027,31.949653,6.39,0.7817,11.0743
118.844921,32.030728,1.44,3.8058,3.444
118.8197187,31.85790124,8.23,8.2701,19.1966
118.753393,32.080214,1.93,1.2332,3.249
118.589864,31.84896,9.04,1.5931,27.7178
118.850561,31.780727,8.26,0.8706,27.3039
118.811695,31.96368865,6.39,5.1387,8.6057
118.7553781,32.02089787,1.67,0.709,3.967
118.774464,31.769684,8.92,7.226,27.9882
118.6543401,32.06942298,8.57,3.4923,12.1052
118.697952,32.115711,4.6,0.8262,9.7408
118.834254,32.019106,1.68,2.7923,3.8334
118.808224,32.116081,4.66,1.9423,6.245
118.8050312,32.10912645,7.61,6.9494,5.6422
118.465174,31.870849,0.43,0.5687,36.0385
118.8600296,32.16345115,4.77,5.1831,9.3709
118.7575917,32.089065,1.93,1.1436,3.7539
118.8875732,32.10331694,7.28,1.3454,2.7576
118.692266,32.177558,5.01,6.3348,14.7148
118.5989946,31.85627888,8.55,0.7225,26.5643
118.7533322,32.0914868,2,1.3645,4.1716
118.812439,31.948374,8.93,13.4908,10.1304
118.8321917,31.95662097,8.92,12.0503,9.8233
118.789254,31.91587836,5.05,7.5408,13.299
118.7513606,32.07794301,1.93,1.4662,3.2238
118.8982204,31.92023642,4.92,4.5981,15.5504
118.716664,32.208739,3.06,0.4901,16.3732
118.6009282,31.85643133,8.98,0.5288,26.4254
118.872815,31.94882,5.05,1.4598,11.8287
118.7528622,32.02044189,1.62,0.6464,4.1336
118.7470441,32.0738016,1.55,1.1913,3.3025
118.889449,31.893164,9.42,6.5363,17.5815
118.737769,31.940731,5.87,8.1266,12.0629
118.739327,32.206808,4.27,3.2601,15.5268
118.78046,31.943526,5.87,7.9955,10.6479
118.7144092,32.13307718,4.62,1.612,9.811
118.7198917,32.1410856,2.78,1.7143,10.1493
118.8150438,32.05417352,1.29,0.6526,0.5295
118.7711263,32.0894244,1.93,1.0021,3.4002
118.850726,32.34276,2.63,2.2165,26.868
118.812546,32.072551,1.97,1.1249,1.9361
118.930925,32.054765,10.25,12.3396,3.9203
118.7824854,32.04557982,1.6,0.398,1.2751
118.7746241,32.0435508,1.59,0.8673,1.2049
118.636299,31.824484,8.98,4.2485,26.9336
118.932601,32.133007,0.37,0.3044,6.353
118.7425535,31.98341432,8.34,15.9507,7.8979
118.760279,32.096379,2.19,1.6396,4.3221
118.759271,31.962533,3.59,1.8288,9.4257
118.794808,32.086529,2.98,2.0692,3.6945
118.8042069,32.09644837,1.94,1.5016,4.464
118.923551,32.044843,9.83,11.1159,4.1275
118.7977383,31.99870429,1.91,0.2001,4.9896
118.898314,32.068089,4.42,4.9935,1.0616
118.7286241,32.15281645,4.59,1.8316,10.754
118.9025724,31.69812083,8.36,10.0688,36.5833
118.7259723,32.02021889,2.69,2.5043,6.0137
118.750213,32.075813,1.93,1.6333,3.1675
118.751522,32.097997,2.05,1.347,4.8271
118.717812,32.134644,5.01,2.1739,9.7328
118.803034,32.005034,1.85,0.5786,4.3891
118.766309,32.006975,3.59,2.7344,4.9327
118.8899065,32.0604514,2,0.4483,2.067
118.833547,31.955084,10.36,4.3566,10.0151
118.836923,32.343224,14.03,2.2779,27.1992
118.811471,32.016572,1.43,1.2056,3.4863
118.77606,32.096148,3.45,0.5687,4.0574
118.933871,32.131981,0.37,0.1479,6.3327
118.72659,32.151778,9.58,0.9846,10.7495
118.917921,31.903648,3.44,7.1641,17.5888
118.747706,32.034885,1.62,1.4643,3.3947
118.7389018,32.06068668,9.58,8.2088,3.6059
118.750931,32.107572,3.14,4.2169,5.7108
118.732742,32.083982,2.12,1.0641,5.0573
118.759027,32.058897,1.55,1.1027,1.5918
118.77256,32.052655,1.09,1.1353,0.3583
118.815471,32.133825,4.37,0.1838,7.9162
118.8972134,32.04602749,2,1.2105,3.2675
118.905909,31.893844,5.04,7.0156,18.2316
118.798682,32.10174,4.8,3.7363,5.167
118.711921,32.310086,9.55,12.6609,26.2091
118.741209,32.020129,2.13,0.3419,4.8715
118.777885,32.066845,1.09,0.7488,1.1715
118.8598017,32.09760167,3.38,4.5502,4.4282
118.75189,32.012837,1.67,0.9688,4.8419
118.8235474,32.11791877,7.61,5.0565,6.3192
118.8490245,32.02678097,2.48,0.2678,4.0134
118.68335,31.94054,3.72,2.8686,14.6852
118.733064,32.124144,3.67,1.7765,8.0147
118.7272009,32.02240824,2.32,2.1533,5.7865
118.713593,32.137081,8.05,11.7621,10.1789
118.698926,32.180223,2.78,3.1397,14.5799
118.753117,32.078465,1.93,1.2836,3.1374
118.721239,31.99871348,2.46,0.4246,7.7997
118.730915,32.266651,4.62,12.4493,21.5525
118.752478,32.020152,1.67,0.4333,4.1784
118.813783,31.964102,3.24,14.0385,8.6015
118.6065603,31.79656272,8.55,5.5076,30.8768
118.75387,32.112742,2.05,2.5937,6.0786
118.738876,32.232626,3.78,3.5272,18.0595
118.8353451,31.94444456,10.32,2.2881,11.075
118.7927886,32.10093898,3.22,0.6687,4.8851
118.773525,32.043215,1.59,0.9667,1.2432
118.7949911,32.05729601,1.28,1.7775,0.9108
118.867606,31.78266,8.65,2.2851,27.4974
118.773429,32.08264611,2.02,2.5421,2.7071
118.815026,32.119977,4.32,1.3319,6.538
118.828407,32.090543,1.94,1.7461,3.6641
118.8992792,32.0828658,5.67,3.767,0.4297
118.776054,32.094298,2.18,0.9502,3.8725
118.758112,32.0562,1.56,1.37,1.6499
118.770982,32.06122,1.09,0.268,0.6684
118.771179,32.110435,2.38,0.706,5.4942
118.793594,32.020299,1.68,1.5003,2.8597
118.824472,32.118645,2.12,1.0856,6.3971
118.700396,32.09733,4.62,5.2525,8.5133
118.7940125,32.01843994,1.96,1.8542,3.0385
118.804362,32.097812,2.98,1.5875,4.5861
118.814326,32.135841,4.75,0.4164,8.1251
118.8411932,31.95089571,10.24,1.3959,10.5994
118.810599,32.074757,1.97,0.9241,2.2181
119.01121,32.134968,4.46,3.9099,12.4858
118.731186,32.033077,7.04,1.0082,4.8909
118.7052282,31.99310267,3.74,1.5645,9.3372
118.7632787,32.06890281,1.56,0.5274,1.7468
118.681939,32.107613,4.87,2.5954,10.6261
118.828177,32.022571,5.72,2.7769,3.3187
118.753576,32.2445177,2.89,0.8325,19.0084
118.793504,32.057704,1.29,1.8472,1.0024
118.811173,31.794147,8.4,3.3822,25.4809
118.904186,31.901127,4.94,6.0568,17.5087
118.834904,31.932687,3.44,1.7124,12.1737
118.863363,31.965094,8.93,8.791,9.9516
118.812777,32.070909,1.03,0.8948,1.777
118.928312,32.061612,8.93,2.8572,3.3189
118.7959241,32.03136719,1.44,1.1732,1.7324
118.636955,31.792134,8.55,6.7746,29.7255
118.726458,32.126566,2.12,4.0246,8.5754
118.833249,31.764984,8.87,1.8588,28.5835
118.692506,32.177767,3.46,2.4161,14.7188
118.733127,32.124723,3.64,0.9876,8.061
118.758409,32.086056,1.88,0.9267,3.4492
118.845831,31.951387,10.32,1.1672,10.6528
118.7283456,31.99455104,4.28,2.5421,7.6593
118.694223,31.969702,3.98,6.2493,11.7639
118.856577,31.781856,8.92,1.1162,27.3165
118.745343,31.971883,4.86,0.8429,8.8682
118.80277,32.083608,1.94,0.9532,3.3714
118.8141078,32.02872455,1.68,0.7194,2.5773
118.80256,32.118898,4.8,2.1465,6.6498
118.8037219,32.10344969,4.75,3.3052,5.1387
118.818258,32.019824,1.76,1.4055,3.5046
118.814398,32.131912,3.89,0.2282,7.7328
118.8897311,32.10244761,7.61,2.1221,2.5886
118.9179599,32.10298741,6.14,1.4278,3.0406
118.731832,32.246272,4.27,1.5665,19.541
118.731786,32.027256,3.47,0.9507,5.1346
118.808004,32.115068,2.18,3.3835,6.15
118.7253636,31.95505956,4.71,1.4715,11.1949
118.736862,31.989512,4.62,15.2963,7.6104
118.757962,32.232285,4.27,1.3974,17.7467
118.772107,32.050542,1.55,2.3777,0.5639
118.848225,32.026119,2.55,0.3409,4.0037
118.804579,32.010233,1.43,1.7484,3.8979
118.774839,32.046862,1.41,2.6497,0.8741
118.5252123,31.92339817,13.9,11.8469,28.2262
118.8345254,31.84105243,8.36,6.3073,21.0789
118.74931,32.085918,1.86,0.7392,3.9481
118.8202,31.9496,3.93,1.4046,10.1525
118.7458238,32.08726877,1.93,2.0841,4.279
118.773937,31.98889,4.8,2.9679,6.4265
118.618201,32.052719,13.9,8.9668,15.6426
118.8193201,32.13426626,4.32,0.2333,7.9462
118.924645,31.836167,4.55,15.423,24.2266
118.8178708,32.04791663,1.18,0.3476,0.7309
118.831891,31.907551,11.02,4.6262,14.5134
118.812124,32.06606546,2.01,1.7938,1.3912
118.740938,32.069476,1.55,1.7367,3.641
118.733554,32.062424,1.71,4.9218,4.1609
118.727716,32.144894,3.41,1.101,10.0854
118.780734,32.070036,2.02,1.1959,1.5685
118.747272,32.140715,8.49,1.8903,8.9395
118.8199143,32.05092562,1.28,0.8763,0.3903
118.7847,31.9357,5.87,7.5962,11.3646
118.798686,31.982941,1.92,1.6769,6.5666
118.733371,32.059398,1.32,0.071,4.1404
118.8443579,32.10744651,7.61,3.1178,5.7874
118.8013612,32.05538906,1.29,1.0458,0.7713
118.831949,31.896533,4.42,3.2618,15.5876
118.8213812,32.04296734,1.18,0.8665,1.1892
118.91416,31.90001,3.16,6.9734,17.9166
118.808567,32.034075,1.44,0.6759,1.814
118.663278,31.920265,4.38,2.9108,17.5237
118.74186,32.103599,2.12,1.4199,5.8102
118.882619,32.12834,15.08,1.1233,5.2624
118.82635,31.816418,8.26,4.1282,23.3943
118.804456,32.041491,1.28,1.0857,0.9807
118.7939569,32.00850985,1.9,0.9573,4.0265
118.769487,32.07036134,1.11,0.6378,1.5622
118.544399,31.784774,8.85,8.8874,35.5442
118.865263,31.76665,8.26,2.5838,28.9932
118.809985,32.028517,1.44,0.3153,2.3542
118.760368,32.093506,2.38,1.5782,4.049
118.820422,32.129107,4.75,0.5083,7.4297
118.7801362,32.05274384,1.71,0.1822,0.623
118.714227,31.99351,3.49,0.8764,8.6603
118.767053,32.068389,1.11,0.563,1.485
118.8015722,32.04841481,1.05,1.283,0.3877
118.798217,32.006668,1.96,0.6187,4.1935
118.774446,32.032057,3.49,6.2738,2.3544
118.7950948,32.09927209,2.18,1.9527,4.8242
118.779465,32.04304,11.73,15.7136,1.3469
118.788164,32.029708,6.05,2.2621,2.1162
118.7456474,31.84097549,8.17,14.0199,21.405
118.7179073,31.96899434,6.01,7.3423,10.3511
118.7443144,31.9702495,4.81,0.7957,9.0564
118.855215,31.777287,8.92,0.8918,27.7342
118.904866,32.090884,8.78,5.15,1.3288
118.817901,32.040785,1.05,0.82,1.4229
118.780167,32.028024,1.86,1.139,2.7033
118.770654,31.988388,8.34,15.9778,6.6007
118.641143,32.0763,10.9,2.1262,13.5053
118.972308,32.127389,3.72,0.604,8.7394
118.794706,32.103572,2.38,2.2206,5.2015
118.776916,32.063633,1.06,0.6122,0.836
118.931794,32.101422,5.89,1.9216,3.93
118.828062,31.90813967,10.69,5.1797,14.3704
118.9372154,31.91953512,4.64,8.2674,16.3406
118.790874,31.940077,5.87,6.9553,10.8737
118.903054,32.09948,2.9,0.808,2.1132
118.759808,32.117304,2,3.3189,6.3452
118.8057419,31.8963797,14.13,2.9458,15.2433
118.803766,32.11651698,4.75,2.189,6.3884
118.793633,31.96687,4.85,4.7931,8.1831
118.806756,32.081368,3.38,1.0379,2.9812
118.764508,32.243317,2.89,1.5824,18.7988
118.765586,32.068191,1.55,0.7484,1.5485
118.7683333,32.07937833,1.98,0.3493,2.459
118.717171,32.138358,10.41,11.5857,10.0732
118.7715857,32.06593686,1.11,0.2039,1.0767
118.7640698,32.07204414,1.09,1.0694,1.9527
118.814138,32.136638,4.77,0.4888,8.206
118.786314,32.050293,1.93,3.6985,1.1511
118.778202,32.062784,2.02,0.5084,0.8036
118.760481,32.088604,1.93,0.9223,3.5897
118.805433,32.030111,1.44,0.3045,2.0041
118.813766,32.125452,4.77,0.8913,7.0944
118.7453379,32.08836311,1.86,0.2734,4.3928
118.80423,32.11621,4.32,2.1356,6.3468
118.747979,32.14849,8.49,2.069,9.6629
118.762107,32.080736,1.88,0.3795,2.8069
118.862484,32.035635,2.55,1.4145,4.6338
118.7450192,31.97298174,4.81,0.5136,8.7754
118.731552,32.203183,3.03,3.9049,15.3733
118.7399071,32.10664301,1.86,1.7304,6.1717
118.8897771,32.05276354,9.57,10.159,2.7712
118.7465406,31.75928695,8.23,9.7844,29.3802
118.773553,32.110283,2.38,0.6765,5.4693
118.734078,32.1268,9.58,1.632,8.1924
118.745947,31.944612,6.05,7.2559,11.4627
118.80757,32.073469,2.95,1.5374,2.2588
118.7176581,32.13529177,8.49,1.256,9.7945
118.763226,32.070401,1.54,0.4877,1.8666
118.903994,31.923852,4.92,4.9373,15.4805
118.8182,32.13545,4.37,0.2462,8.0667
118.88824,31.928201,10.25,5.1976,14.3686
118.724695,31.937984,4.48,4.5444,12.7766
118.922613,32.050362,9.71,3.8783,3.6302
118.78179,32.051281,1.88,3.3348,0.8387
118.7207683,31.99897877,3.74,0.1743,7.8127
118.855039,32.152566,4.32,4.2464,8.6455
118.8291016,32.1104393,2,0.2493,5.6321
118.862513,32.314191,9.55,3.6489,23.8523
118.783967,32.100493,2.19,0.9651,4.586
118.738329,32.084532,8.34,5.8694,4.6397
118.803466,32.021818,9.58,14.1784,2.7396
118.806582,32.014136,6.05,3.0874,3.559
118.732044,32.094237,2.12,1.0979,5.7479
118.865104,31.772044,8.92,1.958,28.4652
118.935651,32.133081,0.37,0.1522,6.5219
118.814431,32.006176,1.92,1.7568,4.5604
118.914539,32.060377,8.93,2.3777,2.3437
118.837092,31.841413,8.54,6.4474,21.0899
118.766624,31.771916,8.54,7.9878,27.8424
118.7979504,32.00273773,1.96,0.236,4.5863
118.838261,31.841977,8.26,6.3799,21.0567
118.7842065,31.96932023,1.85,3.4778,8.042
118.75447,32.095023,4.62,5.4243,4.4265
118.841155,32.1118,7.61,3.3322,6.0686
118.794599,32.026608,1.43,1.2042,2.221
118.819636,32.085478,1.99,0.7464,3.0675
118.8588585,31.77523577,8.4,1.8103,28.0122
118.848292,32.116828,4.75,4.0057,6.4144
118.783992,32.017428,1.5,0.7795,3.4053
118.805798,32.11665,4.66,2.0212,6.3518
118.793037,31.908819,11.73,2.2959,13.9859
118.788285,32.104315,4.62,7.1455,5.0601
118.824536,31.980915,6.82,3.5234,7.2811
118.757382,32.09676,2.38,1.6552,4.4616
118.948309,32.218064,13.2,15.0349,14.766
118.8360516,32.04820406,2.34,2.7023,1.7081
118.707779,32.100713,5.01,1.5219,8.0624
118.780521,32.017176,1.86,2.2243,3.5813
118.947306,32.058816,9.83,13.7694,5.1461
118.851536,31.968197,10.24,0.6288,9.2073
118.750108,32.252733,4.27,1.4644,19.8649
118.524614,31.923059,13.9,11.883,28.2949
118.937027,32.054514,9.83,12.7415,4.4339
118.838819,32.052306,1.44,4.0346,1.8688
118.8001205,32.0146374,1.92,1.5073,3.4049
118.712899,32.159031,4.62,2.2413,12.0437
118.832845,31.79736167,8.79,2.399,25.3685
118.7364092,32.09203897,2,0.3482,5.2786
118.7837017,32.0498726,1.88,3.5512,1.0754
118.888689,32.15186,4.77,7.3253,7.4098
118.7813335,32.05376552,1.13,1.4614,0.6979
118.899229,31.90265186,5.44,5.5846,17.1411
118.949608,32.133404,13.11,5.6963,7.4056
118.811472,32.042631,1.28,0.7374,1.501
118.869439,32.338654,9.55,3.4139,26.182
118.788958,31.870936,14.13,1.5162,17.7879
118.669811,31.756893,8.49,11.3258,31.6554
118.772558,31.946145,1.55,12.4574,10.5495
118.895578,31.908183,5.44,4.9376,16.4822
118.817514,32.048554,1.29,0.7419,0.6848
118.895503,31.907234,6.07,4.9971,16.5633
118.7799553,31.94514491,6.39,7.8683,10.4966
118.7672498,32.09260779,2.38,1.2182,3.7731
118.548863,31.800443,8.95,7.6343,34.0679
118.7483517,32.09099667,8.49,5.4581,4.4067
118.820235,32.073072,1.99,1.3586,1.8262
119.00525,31.74205,7.18,7.8848,35.2683
118.734546,32.127265,3.62,1.2731,8.2099
118.780359,32.053505,1.66,0.0946,0.6128
118.8682464,32.13724672,4.32,5.1115,6.6596
118.7971475,32.11657154,2.21,2.7992,6.5007
118.783609,31.991049,1.94,0.906,5.9251
118.786,31.9004,4.59,1.941,14.8661
118.782546,32.031973,1.54,1.2355,2.2497
118.776173,32.08432463,1.88,1.0927,2.8768
118.800387,32.082176,2.9,1.5327,3.3683
118.799537,31.878629,11.02,0.7882,16.9981
118.802952,32.023208,1.68,0.5254,2.5929
118.867165,32.164932,4.77,5.8576,9.2294
118.804794,32.122032,4.8,1.7707,6.8987
118.885004,32.134392,10.37,1.1474,5.7721
118.7041,32.201443,3.06,0.9732,16.1989
118.692964,32.184407,3.69,2.0584,15.2498
118.715016,31.99255891,3.91,0.6296,8.6743
118.795278,31.999719,6.01,2.2025,4.8941
118.757715,32.050516,1.56,1.9388,1.7634
118.7621594,32.049838,4.13,1.099,1.371
118.807116,31.947872,3.28,0.2228,10.1167
118.763887,32.047809,8.34,10.1198,1.3246
118.761402,32.0268575,9.58,11.9875,3.1628
118.93467,32.131607,0.37,0.063,6.3448
118.7557047,31.99391958,8.34,15.0958,6.451
118.8253654,32.12209625,4.66,1.3665,6.7477
118.772824,32.083477,1.93,0.7542,2.7934
118.829015,32.090203,3.38,1.384,3.645
118.859021,31.766687,8.57,2.1409,28.8505
118.716469,32.142866,8.49,1.1979,10.4855
118.73513,32.22190322,3.96,1.9158,17.0923
118.813763,31.971891,3.82,2.9588,7.8373
118.6926205,31.77974876,9.04,11.2202,28.7775
118.747683,32.108393,2.05,1.921,5.9259
118.7440919,31.97906948,3.78,2.8877,8.2387
118.779596,32.082392,2.27,0.6355,2.7254
118.7577161,32.06419654,1.65,0.5617,1.8946
118.863171,32.165022,4.75,5.5386,9.3864
118.763012,32.090135,1.93,0.9522,3.6427
118.80481,32.031218,1.43,0.4037,1.878
118.8152626,32.11573141,4.66,1.7599,6.1129
118.818015,32.042121,1.18,0.6987,1.2893
118.918639,32.058963,8.92,1.582,2.7212
118.764754,32.07221,1.09,1.0396,1.9309
118.75418,32.09486808,2,1.5014,4.426
118.742378,31.962462,5.78,5.9217,9.8554
118.6925856,31.88386734,8.95,9.2695,19.0311
118.783257,31.982737,1.94,0.6174,6.7428
118.916457,32.064952,4.64,11.1125,2.1534
118.749276,32.2396,2.99,0.1889,18.5735
118.840955,32.022704,6.02,16.4266,3.8176
118.9136911,32.0382212,8.93,0.1812,4.2701
118.767598,32.068619,1.09,0.5817,1.4783
118.86481,31.768364,8.54,2.0686,28.816
118.738341,32.135225,2.37,0.7091,8.7492
118.552507,31.81283,8.85,6.3919,32.9033
118.779419,32.043265,1.66,0.4086,1.3243
118.8644873,32.04247274,2.48,2.033,4.5877
118.579725,32.147636,8.62,10.0971,21.5515
118.728171,31.997047,2.4,0.6296,7.4727
118.757181,32.014166,4.85,3.9001,4.4947
118.73521,32.127219,3.64,0.9118,8.1736
118.796726,32.104959,2.18,2.0659,5.4091
118.8073783,31.99967806,1.91,0.8609,4.987
118.6747701,31.88927055,8.49,7.8723,19.3988
118.822819,31.959663,10.25,2.6423,9.2416
118.553681,32.109222,13.9,7.1729,22.7334
118.895988,32.111771,3.72,7.9895,3.3389
118.8331012,32.34565014,11.86,2.5041,27.5254
118.8280878,32.12475247,4.32,1.364,7.0375
118.724472,32.135012,3.67,0.3959,9.391
118.645489,31.913084,5.15,13.0044,19.2303
118.591252,32.060661,13.9,6.4855,18.3418
118.894344,31.971034,1.91,9.9955,10.7704
118.701647,32.119163,5.98,0.5546,9.6759
118.92539,32.045558,10.32,11.2575,4.1793
118.541331,31.971129,8.57,11.7161,24.8092
118.745378,32.08900452,2.12,0.35,4.4382
118.7945952,32.10558369,2.19,1.9776,5.3835
118.8847184,31.73820922,8.57,5.9312,32.2358
118.730161,32.207805,5.66,3.0261,15.856
118.779174,32.051159,1.97,0.8248,0.6375
118.853741,31.765296,8.54,1.4379,28.8794
118.8509827,31.9288982,10.69,8.2719,12.9596
118.721822,31.927216,3.78,7.1695,13.8809
118.821632,32.04360497,1.28,1.2236,1.1284
118.7018573,32.09677756,4.05,5.1347,8.3589
118.845546,31.953348,6.56,2.2639,10.4556
118.976316,32.12999681,7.61,10.3064,9.2176
118.744375,32.053161,8.34,9.0643,3.0323
118.8119579,32.01605736,1.43,1.2726,3.5529
118.79442,31.979906,1.44,4.6961,6.8772
118.771302,32.064612,1.06,0.0871,0.9597
118.799861,31.996097,1.91,0.4432,5.2547
118.701643,31.86578,8.98,9.8484,20.3358
118.779157,32.118053,2.18,1.4577,6.2619
118.9294583,31.70038733,8.23,11.6823,37.0852
118.8052322,32.09704464,2.95,1.4505,4.4842
118.850291,31.959562,10.25,0.3078,9.9858
118.596441,31.862658,8.85,1.4147,26.2616
118.768121,32.070827,1.09,0.7501,1.6548
118.7929117,31.9680865,4.86,4.8669,8.0656
118.755004,32.012955,5.15,2.6922,4.6932
118.883215,31.959888,10.14,2.4752,11.3879
118.799031,31.944556,4.62,6.4643,10.4053
118.637598,32.038667,12.14,2.2335,13.8044
118.827926,31.915069,4.92,4.2803,13.6909
118.861412,32.040614,1.68,5.607,4.3494
118.724928,32.045124,7.14,0.5049,5.0765
118.85435,31.762938,8.26,1.9586,29.1225
118.7962985,32.00385845,8.49,15.3747,4.4763
118.8520827,31.94315617,10.25,1.9474,11.6089
118.745732,32.102803,1.86,1.3503,5.5331
118.7393483,32.02139167,1.72,0.8152,4.9121
118.689306,32.114107,5.01,1.7586,10.3432
118.750535,31.964635,6.05,5.2587,9.4094
118.7755551,32.07807374,1.88,0.998,2.2494
118.8404742,32.11143114,1.97,1.7971,6.0108
118.7184615,32.034677,3.47,2.0419,5.9911
118.894992,31.903718,6.39,5.3329,16.8546
118.729587,32.375191,11.86,10.1458,32.2745
118.802742,32.030636,1.44,0.5288,1.8658
118.744419,32.050599,7.34,1.6325,3.0593
118.7587025,32.07960463,1.93,0.7135,2.8792
118.882226,31.932707,0.38,0.4359,13.6909
118.8126594,32.2060132,6.41,13.4871,15.1396
118.730645,32.13249167,4.62,1.0145,8.8568
118.791355,32.325378,9.55,4.5862,26.9555
118.7576522,32.08029895,1.98,0.7459,2.9954
118.817355,32.087077,2.9,0.2371,3.2401
118.819311,32.034496,1.68,1.4485,2.0338
118.805229,32.011428,9.58,15.1585,3.7927
118.753983,32.070419,1.54,0.4475,2.539
118.771499,32.243151,2.57,2.979,18.7577
118.933866,32.317781,10.02,11.7428,24.1595
118.789551,32.02935087,1.6,1.4687,2.0903
118.873335,31.97712,6.45,7.3266,9.4066
118.748394,32.064688,1.88,2.3657,2.7737
118.943795,32.149073,4.8,12.6545,8.3078
118.7678895,32.08853301,4.62,6.7047,3.361
118.77169,32.08069,1.11,1.662,2.5258
118.805635,32.096923,1.99,1.4452,4.4593
118.740723,32.022196,1.51,3.8163,4.7576
118.879257,32.156704,4.8,6.5282,8.076
118.795628,31.974559,1.94,1.1366,7.407
118.8277,32.086428,1.99,1.5575,3.2472
118.773542,32.104934,2.19,0.1769,4.9345
118.8153317,32.13940493,4.75,0.6455,8.4741
118.6615404,32.12369347,11.02,7.3553,13.1982
118.87591,32.01433,8.92,4.9359,6.8567
118.822048,32.129656,4.33,0.6445,7.4866
118.732631,32.144822,4.05,0.8979,9.86
118.714857,32.109431,5.01,1.0333,8.0418
118.798405,32.026585,1.43,0.8258,2.2026
118.8052843,31.87833992,4.71,5.1323,17.0429
118.798411,32.023698,1.44,0.9393,2.4912
118.8882646,32.09321483,5.67,3.7697,1.8619
118.704505,31.91915,8.17,11.8433,15.3401
118.601717,31.856812,8.55,0.5908,26.3449
118.773468,32.033784,2.31,2.6213,2.1845
118.7981475,32.02279515,1.68,0.9837,2.5809
118.7731089,31.77739664,8.26,6.9097,27.2316
118.8871155,32.16842651,4.66,7.811,9.0718
118.769752,32.101128,2.37,0.8004,4.5785
118.769267,32.066817,1.13,0.3223,1.242
118.7339027,32.22747329,3.96,1.5433,17.6626
118.770411,32.067086,1.09,0.324,1.2226
118.924971,32.106403,2.43,2.5792,3.7504
118.9174783,31.9043798,5.44,6.903,17.5115
118.773765,32.114264,2.19,1.0525,5.867
118.7288843,32.01229143,3.78,1.4587,6.2973
118.757176,32.245482,4.27,1.3366,19.068
118.7977959,32.03007609,1.44,0.9558,1.8524
118.872581,31.952407,4.92,1.568,11.4977
118.7661763,32.03807254,4.6,1.6867,1.9447
118.815937,32.02690065,1.43,0.9363,2.8248
118.7234219,32.13206425,9.58,1.1203,9.2011
118.677374,32.112676,4.62,5.8347,11.2741
118.80981,32.124581,4.66,1.1485,7.0555
118.850571,32.151076,4.8,3.6787,8.7614
118.790054,31.905179,3.82,4.1262,14.3625
118.576155,31.825125,9.04,3.9077,30.4137
118.856777,32.096215,2.95,4.2457,4.6489
118.847396,31.963338,10.25,0.1945,9.5401
118.8295306,31.94919969,5.87,3.1698,10.4372
118.72569,31.96068833,5.87,7.2494,10.6773
118.785265,31.972217,1.85,3.1709,7.7389
118.7366386,32.23563147,4.27,0.9505,18.399
118.773068,32.030588,6.05,2.0089,2.5059
118.859598,32.096013,2.95,4.5169,4.3811
118.830485,32.090395,1.97,1.9156,3.7014
118.81923,31.942165,3.98,0.6343,10.8591
118.780068,32.052558,1.66,0.1614,0.6257
118.7659502,32.04438338,2.65,2.7587,1.4164
118.735862,32.08826,1.86,0.7164,5.0669
118.827073,32.124693,4.8,1.2572,7.021
118.747757,32.150552,8.49,2.1244,9.8673
118.614519,32.066048,11.02,1.9345,16.0422
118.8012496,32.01176377,1.98,1.2298,3.7007
118.779595,31.94752,6.82,4.6141,10.2689
118.735398,31.987803,4.8,1.5566,7.8315
118.85899,31.82053673,8.54,4.4773,23.6155
118.8132222,32.076342,1.97,0.7493,2.2665
118.720562,31.957112,3.77,7.9251,11.2339
